"PATHWAY SORTORDER","BIOCHEMICAL","SUPER PATHWAY","SUB PATHWAY","COMP ID","PLATFORM","CHEMICAL ID","RI","MASS","PUBCHEM","CAS","KEGG","Group                 HMDB"
"3690","2'-deoxyinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","15076","LC/MS Neg","100000135","1688","251.07859999999999","65058","890-38-0","C05512","HMDB00071"
"3791","2'-deoxyuridine","Nucleotide","Pyrimidine Metabolism, Uracil containing","52602","LC/MS Neg","536","1586","227.06729999999999","13712","951-78-0","C00526","HMDB00012"
"331","2-hydroxy-3-methylvalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","36746","LC/MS Neg","100001541","1800","131.07140000000001","164623","488-15-3",NA,"HMDB00317"
"4679","2-hydroxyacetaminophen sulfate*","Xenobiotics","Drug - Analgesics, Anesthetics","33173","LC/MS Neg","100001791","1674","246.0078","86290013",NA,NA,NA
"1473","2-hydroxyadipate","Lipid","Fatty Acid, Dicarboxylate","31934","LC/MS Polar","100001153","3000","161.0455","193530","18294-85-4","C02360","HMDB00321"
"1710","2-hydroxyarachidate*","Lipid","Fatty Acid, Monohydroxy","61700","LC/MS Neg","100019892","5990","327.29050000000001","5225199",NA,NA,NA
"1711","2-hydroxybehenate","Lipid","Fatty Acid, Monohydroxy","57663","LC/MS Neg","100015637","6384","355.3218","193484",NA,NA,NA
"491","2-hydroxybutyrate/2-hydroxyisobutyrate","Amino Acid","Glutathione Metabolism","52281","LC/MS Polar","100008928","1258","103.0401",NA,NA,NA,NA
"1704","2-hydroxydecanoate","Lipid","Fatty Acid, Monohydroxy","42489","LC/MS Neg","100004089","4840","187.13399999999999","21488","5393-81-7",NA,NA
"1469","2-hydroxyglutarate","Lipid","Fatty Acid, Dicarboxylate","52294","LC/MS Pos Early","100002070","958","166.071","43","40951-21-1","C02630","HMDB0059655"
"1702","2-hydroxyheptanoate*","Lipid","Fatty Acid, Monohydroxy","61827","LC/MS Polar","100019960","925","145.08699999999999","2750949",NA,NA,NA
"3991","2-hydroxyhippurate (salicylurate)","Xenobiotics","Benzoate Metabolism","18281","LC/MS Neg","1869","2184","194.04589999999999","10253","487-54-7","C07588","HMDB00840"
"4694","2-hydroxyibuprofen","Xenobiotics","Drug - Analgesics, Anesthetics","43330","LC/MS Neg","100004169","3462","221.1183","10443535","51146-55-5",NA,"HMDB60920"
"1705","2-hydroxylaurate","Lipid","Fatty Acid, Monohydroxy","52916","LC/MS Neg","100008934","5211","215.1653","97783","2984-55-6",NA,NA
"1706","2-hydroxymyristate","Lipid","Fatty Acid, Monohydroxy","32413","LC/MS Neg","100001180","5364","243.19659999999999","1563","2507-55-3","C13790","HMDB02261"
"1713","2-hydroxynervonate*","Lipid","Fatty Acid, Monohydroxy","61698","LC/MS Neg","100015638","6345","381.3374","5312783",NA,NA,NA
"1703","2-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy","22036","LC/MS Neg","100000743","3736.8","159.1027","94180","617-73-2",NA,"HMDB02264"
"1707","2-hydroxypalmitate","Lipid","Fatty Acid, Monohydroxy","35675","LC/MS Neg","100001579","5511.2","271.22789999999998","92836","764-67-0",NA,"HMDB31057"
"142","2-hydroxyphenylacetate","Amino Acid","Phenylalanine Metabolism","1432","LC/MS Polar","235","858.6","151.0401","11970","614-75-5","C05852","HMDB00669"
"1455","2-hydroxyphytanate*","Lipid","Fatty Acid, Branched","61702","LC/MS Neg","100004414","5751","327.29050000000001","189026","14721-68-7",NA,NA
"1709","2-hydroxystearate","Lipid","Fatty Acid, Monohydroxy","17945","LC/MS Neg","1239","5695","299.25920000000002","69417","629-22-1","C03045",NA
"4209","2-isopropylmalate","Xenobiotics","Food Component/Plant","15667","LC/MS Polar","100000409","2605","175.06120000000001","77","3237-44-3","C02504","HMDB00402"
"4528","2-keto-3-deoxy-gluconate","Xenobiotics","Food Component/Plant","48141","LC/MS Polar","100005946","1900","177.04050000000001","161227","17510-99-5","C00204","HMDB01353"
"295","2-ketocaprylate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","63120","LC/MS Polar","100020833","805","157.08699999999999","67600","328-51-8",NA,"HMDB13211"
"2531","2-linoleoylglycerol (18:2)","Lipid","Monoacylglycerol","32506","LC/MS Neg","100000987","6250","279.23289999999997","5365676","3443-82-1",NA,"HMDB11538"
"4681","2-methoxyacetaminophen glucuronide*","Xenobiotics","Drug - Analgesics, Anesthetics","33161","LC/MS Neg","100001795","1633","356.09870000000001","14367271",NA,NA,NA
"4680","2-methoxyacetaminophen sulfate*","Xenobiotics","Drug - Analgesics, Anesthetics","47031","LC/MS Neg","100001793","1949","260.02339999999998","86290014",NA,NA,NA
"333","2-methylbutyrylcarnitine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","45095","LC/MS Pos Early","100001509","3050","246.17","6426901","31023-25-3",NA,"HMDB00378"
"335","2-methylbutyrylglycine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","31928","LC/MS Pos Early","100001155","2000","160.0968","193872","52320-67-9",NA,"HMDB00339"
"1287","2-methylcitrate/homocitrate","Energy","TCA Cycle","52282","LC/MS Neg","100008929","575","205.03540000000001",NA,NA,NA,NA
"15","2-methylserine","Amino Acid","Glycine, Serine and Threonine Metabolism","53229","LC/MS Pos Early","100009246","1652","120.0655","94309",NA,"C02115",NA
"2526","2-myristoylglycerol (14:0)","Lipid","Monoacylglycerol","34383","LC/MS Neg","100001408","6230","227.20160000000001","137938","27214-38-6",NA,"HMDB11530"
"5203","2-naphthol sulfate","Xenobiotics","Chemical","62520","LC/MS Neg","100020515","3658","223.00710000000001","74428",NA,NA,NA
"2530","2-oleoylglycerol (18:1)","Lipid","Monoacylglycerol","21232","LC/MS Neg","100000943","6500","281.24860000000001","5319879","3443-84-3",NA,"HMDB11537"
"3817","2'-O-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing","57554","LC/MS Pos Early","100010895","2411","258.10849999999999","150971","2140-72-9",NA,NA
"3779","2'-O-methyluridine","Nucleotide","Pyrimidine Metabolism, Uracil containing","57655","LC/MS Neg","100010896","1831","257.0779","102212","2140-76-3",NA,NA
"413","2-oxoarginine*","Amino Acid","Urea cycle; Arginine and Proline Metabolism","55072","LC/MS Pos Early","100002784","1760","174.0873","558","663193","C03771","HMDB04225"
"2528","2-palmitoleoylglycerol (16:1)*","Lipid","Monoacylglycerol","52432","LC/MS Neg","100008953","6016","253.21729999999999",NA,NA,NA,"HMDB11565"
"2276","2-palmitoyl-GPC* (16:0)*","Lipid","Lysophospholipid","35253","LC/MS Neg","100001562","6215","570.34130000000005","15061532",NA,NA,"HMDB61702"
"4115","2-piperidinone","Xenobiotics","Food Component/Plant","43400","LC/MS Pos Early","100004295","1675","100.0757","12665","675-20-7",NA,"HMDB11749"
"58","2-pyrrolidinone","Amino Acid","Glutamate Metabolism","31675","LC/MS Pos Early","100001081","1262","86.06","12025","616-45-5",NA,"HMDB02039"
"1764","2R,3R-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy","63109","LC/MS Polar","100002367","1543","119.035",NA,"759-06-8",NA,"HMDB00498"
"1763","2S,3R-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy","62950","LC/MS Polar","100002284","1660","119.035","10964471","5057-93-2",NA,"HMDB02453"
"2337","2-stearoyl-GPE (18:0)*","Lipid","Lysophospholipid","41220","LC/MS Neg","100003901","6350","480.30959999999999",NA,NA,NA,"HMDB11129"
"4052","3-(2-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","35634","LC/MS Neg","100001623","2530","165.0557","873","495-78-3","C01198","HMDB33752"
"4077","3-(3-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","35635","LC/MS Neg","100001624","1980","165.0557","91","621-54-5","C11457","HMDB00375"
"162","3-(4-hydroxyphenyl)lactate (HPLA)","Amino Acid","Tyrosine Metabolism","32197","LC/MS Neg","240","1379","181.0506","9378","6482-98-0","C03672","HMDB00755"
"4078","3-(4-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","39587","LC/MS Neg","100002914","1670","165.0557","10394","501-97-3","C01744","HMDB02199"
"4682","3-(cystein-S-yl)acetaminophen*","Xenobiotics","Drug - Analgesics, Anesthetics","34365","LC/MS Pos Early","100001797","2420","271.07470000000001","5233914",NA,NA,NA
"4686","3-(methylthio)acetaminophen sulfate*","Xenobiotics","Drug - Analgesics, Anesthetics","62567","LC/MS Neg","100020827","2265","276.00060000000002",NA,NA,NA,NA
"4676","3-(N-acetyl-L-cystein-S-yl) acetaminophen","Xenobiotics","Drug - Analgesics, Anesthetics","45721","LC/MS Neg","2048","2094","311.07069999999999","83967","52372-86-8",NA,NA
"1767","3,4-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy","62952","LC/MS Polar","100001730","2204","119.035",NA,"51267-44-8",NA,NA
"4550","3,4-methyleneheptanoate","Xenobiotics","Food Component/Plant","53026","LC/MS Neg","100006651","3807","141.09209999999999",NA,NA,NA,NA
"4089","3,7-dimethylurate","Xenobiotics","Xanthine Metabolism","34399","LC/MS Neg","100001398","1418","195.05240000000001","83126","13087-49-5","C16360","HMDB01982"
"411","3-amino-2-piperidone","Amino Acid","Urea cycle; Arginine and Proline Metabolism","62853","LC/MS Pos Early","100020361","2065","115.0866","5200225","1892-22-4",NA,"HMDB00323"
"3831","3-aminoisobutyrate","Nucleotide","Pyrimidine Metabolism, Thymine containing","1566","LC/MS Pos Early","1114","2190","104.0706","64956","10569-72-9;214139-20-5","C05145","HMDB03911"
"2849","3beta,7alpha-dihydroxy-5-cholestenoate","Lipid","Sterol","36803","LC/MS Neg","100001611","5275","431.31670000000003","3081084","115538-84-6","C17335",NA
"2858","3beta,7beta-dihydroxy-5-cholestenoate","Lipid","Sterol","36842","LC/MS Neg","100001774","5220","431.31670000000003",NA,"1246298-66-7",NA,NA
"2850","3beta-hydroxy-5-cholestenoate","Lipid","Sterol","54805","LC/MS Neg","100006370","5398","415.3218","165511","6561-58-6","C17333",NA
"1511","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)","Lipid","Fatty Acid, Dicarboxylate","61871","LC/MS Neg","100020004","4000","267.12380000000002","194501",NA,NA,NA
"1509","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","Lipid","Fatty Acid, Dicarboxylate","31787","LC/MS Neg","100001178","2800","239.0925","123979","86879-39-2",NA,"HMDB61112"
"1634","3-decenoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","63361","LC/MS Pos Late","100021136","1045","314.23259999999999",NA,NA,NA,NA
"3101","3-dehydrocholate","Lipid","Secondary Bile Acid Metabolism","43835","LC/MS Neg","100001062","5050","405.26459999999997","159655","2304-89-4",NA,"HMDB00502"
"4320","3-ethylcatechol sulfate (1)","Xenobiotics","Food Component/Plant","62796","LC/MS Neg","100020851","3422","217.01759999999999",NA,NA,NA,NA
"4213","3-formylindole","Xenobiotics","Food Component/Plant","62863","LC/MS Polar","100020219","782","144.0455","10256",NA,"C08493","HMDB29737"
"339","3-hydroxy-2-ethylpropionate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","32397","LC/MS Neg","100001170","975","117.0557","188979","4374-62-3",NA,"HMDB00396"
"5271","3-hydroxy-2-methylpyridine sulfate","Xenobiotics","Chemical","63227","LC/MS Neg","100020975","1849","188.00229999999999",NA,NA,NA,NA
"2821","3-hydroxy-3-methylglutarate","Lipid","Mevalonate Metabolism","531","LC/MS Polar","112","2850","161.04560000000001","1662","503-49-1","C03761","HMDB00355"
"1474","3-hydroxyadipate*","Lipid","Fatty Acid, Dicarboxylate","62069","LC/MS Polar","100004396","3131","161.0455","151913",NA,NA,"HMDB00345"
"1682","3-hydroxybutyrate (BHBA)","Lipid","Ketone Bodies","542","LC/MS Polar","254","1444","103.0401","441","625-72-9","C01089","HMDB00357"
"1605","3-hydroxybutyroylglycine","Lipid","Fatty Acid Metabolism (Acyl Glycine)","62064","LC/MS Neg","100020211","889","160.0615",NA,NA,NA,NA
"1719","3-hydroxydecanoate","Lipid","Fatty Acid, Monohydroxy","22053","LC/MS Neg","100000997","4634.7","187.13399999999999","26612","5561-87-5",NA,"HMDB02203"
"1673","3-hydroxydecanoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","63358","LC/MS Pos Late","100021141","961","332.2432",NA,NA,NA,"HMDB61636"
"1716","3-hydroxyhexanoate","Lipid","Fatty Acid, Monohydroxy","53230","LC/MS Polar","100006367","1082","131.07140000000001","151492","10191-24-9",NA,NA
"3993","3-hydroxyhippurate","Xenobiotics","Benzoate Metabolism","39600","LC/MS Neg","100002122","1687","194.04589999999999","450268","1637-75-8",NA,"HMDB06116"
"359","3-hydroxyisobutyrate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1549","LC/MS Polar","111","1619","103.0401","87","2068-83-9","C06001","HMDB00336"
"1721","3-hydroxylaurate","Lipid","Fatty Acid, Monohydroxy","32457","LC/MS Neg","100001112","5175","215.1653","94216","53941-38-1",NA,"HMDB00387"
"1717","3-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy","22001","LC/MS Neg","100000773","3446","159.1027","26613","88930-08-9",NA,"HMDB01954"
"1675","3-hydroxyoleoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","61840","LC/MS Pos Late","100019801","1406","442.35270000000003",NA,NA,NA,NA
"5242","3-hydroxypyridine sulfate","Xenobiotics","Chemical","48448","LC/MS Neg","100006098","1595.5","173.98670000000001",NA,"1955-23-3",NA,NA
"1720","3-hydroxysebacate","Lipid","Fatty Acid, Monohydroxy","31943","LC/MS Polar","100001145","2411","217.10810000000001","3017884","73141-46-5",NA,"HMDB00350"
"4466","3-hydroxystachydrine*","Xenobiotics","Food Component/Plant","62062","LC/MS Pos Early","100020203","1049","160.0968","442640",NA,NA,NA
"1752","3-hydroxystearate","Lipid","Fatty Acid, Monohydroxy","52938","LC/MS Neg","100008933","5674","299.25920000000002","5282907","45261-96-9",NA,NA
"275","3-indoxyl sulfate","Amino Acid","Tryptophan Metabolism","27672","LC/MS Neg","100000467","2222.1999999999998","212.00229999999999","10258","2642-37-7",NA,"HMDB00682"
"2651","3-ketosphinganine","Lipid","Sphingolipid Synthesis","34381","LC/MS Pos Late","100001436","1400","300.28969999999998","631","18944-28-0","C02934","HMDB01480"
"4053","3-methoxycatechol sulfate (1)","Xenobiotics","Benzoate Metabolism","48763","LC/MS Neg","100006375","2163","218.99690000000001",NA,NA,NA,NA
"180","3-methoxytyrosine","Amino Acid","Tyrosine Metabolism","12017","LC/MS Pos Early","1342","2555","212.0917","1670","300-48-1",NA,"HMDB01434"
"4023","3-methyl catechol sulfate (1)","Xenobiotics","Benzoate Metabolism","46165","LC/MS Neg","100004112","2790","203.00200000000001",NA,NA,NA,NA
"354","3-methyl-2-oxobutyrate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","44526","LC/MS Neg","100000936","1465","115.0401","49","3715-29-5","C00141","HMDB00019"
"330","3-methyl-2-oxovalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","15676","LC/MS Neg","100000036","2064.1999999999998","129.0557","47","1460-34-0;51829-07-3","C00671","HMDB03736"
"306","3-methylcrotonylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","31940","LC/MS Pos Early","100001149","1980","158.0812","169485","33008-07-0",NA,"HMDB00459"
"3808","3-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing","35132","LC/MS Pos Early","100001466","2176","258.10849999999999","159649","21028-20-6",NA,NA
"310","3-methylglutaconate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","57747","LC/MS Polar","100002458","2700","99.045199999999994","1551553","5746-90-7",NA,"HMDB00522"
"1468","3-methylglutarate/2-methylglutarate","Lipid","Fatty Acid, Dicarboxylate","54676","LC/MS Polar","100010834","2832","145.0506",NA,NA,NA,"HMDB00752"
"314","3-methylglutarylcarnitine (2)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","46548","LC/MS Pos Early","100005850","2687","290.15980000000002","128145",NA,NA,"HMDB00552"
"68","3-methylhistidine","Amino Acid","Histidine Metabolism","15677","LC/MS Pos Early","100000042","2670","170.0924","64969","368-16-1","C01152","HMDB00479"
"4092","3-methylxanthine","Xenobiotics","Xanthine Metabolism","32445","LC/MS Neg","100001108","1700","165.04179999999999","70639","1076-22-8","C16357","HMDB01886"
"4079","3-phenylpropionate (hydrocinnamate)","Xenobiotics","Benzoate Metabolism","15749","LC/MS Neg","100000010","2860","149.0608","107","501-52-0","C05629","HMDB00764"
"1074","3-phosphoglycerate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1414","LC/MS Pos Early","132","590","187.00020000000001","724","80731-10-8","C00597","HMDB00807"
"403","3-sulfo-L-alanine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","47089","LC/MS Pos Early","382","570","170.01179999999999","72886","498-40-8","C00506","HMDB02757"
"3794","3-ureidopropionate","Nucleotide","Pyrimidine Metabolism, Uracil containing","3155","LC/MS Pos Early","1053","875","133.0608","111","462-88-4","C02642","HMDB00026"
"5256","4-acetamidobenzoate","Xenobiotics","Chemical","57585","LC/MS Polar","100009413","1229","178.05099999999999","19266","556-08-1","D03836",NA
"470","4-acetamidobutanoate","Amino Acid","Polyamine Metabolism","1558","LC/MS Polar","1113","1925","144.06659999999999","18189","3025-96-5","C02946","HMDB03681"
"4675","4-acetamidophenol","Xenobiotics","Drug - Analgesics, Anesthetics","12032","LC/MS Neg","1383","2173.6999999999998","150.05609999999999","1983","103-90-2","C06804","HMDB01859"
"4678","4-acetamidophenylglucuronide","Xenobiotics","Drug - Analgesics, Anesthetics","15736","LC/MS Polar","100000043","2066","326.0881","83944","120595-80-4",NA,"HMDB10316"
"4677","4-acetaminophen sulfate","Xenobiotics","Drug - Analgesics, Anesthetics","37475","LC/MS Neg","2049","1792","230.0129","83939","10066-90-7;32113-41-0","C06804","HMDB59911"
"4035","4-acetylphenyl sulfate","Xenobiotics","Benzoate Metabolism","44620","LC/MS Neg","100000711","2375","215.00200000000001","4684006",NA,NA,NA
"4489","4-allylphenol sulfate","Xenobiotics","Food Component/Plant","37181","LC/MS Neg","100001868","3805","213.02269999999999",NA,NA,NA,NA
"2860","4-cholesten-3-one","Lipid","Sterol","38125","LC/MS Pos Late","100002227","2520","385.34649999999999","91477","601-57-0","C00599","HMDB00921"
"4025","4-ethylcatechol sulfate","Xenobiotics","Benzoate Metabolism","63072","LC/MS Neg","100020536","3379","217.01759999999999",NA,NA,NA,NA
"4039","4-ethylphenyl sulfate","Xenobiotics","Benzoate Metabolism","36099","LC/MS Neg","100001756","3580","201.02269999999999",NA,"123-07-9","C13637","HMDB62551"
"475","4-guanidinobutanoate","Amino Acid","Guanidino and Acetamido Metabolism","15681","LC/MS Pos Early","100000096","2320","146.0924","500","463-003;463-00-3","C01035","HMDB03464"
"1785","4-HDoHE","Lipid","Docosanoid","52947","LC/MS Neg","100008936","5394","343.22789999999998",NA,"90906-40-4",NA,NA
"1470","4-hydroxy-2-oxoglutaric acid","Lipid","Fatty Acid, Dicarboxylate","40062","LC/MS Polar","100002537","3073","161.00919999999999","599","1187-99-1","C01127","HMDB02070"
"5235","4-hydroxychlorothalonil","Xenobiotics","Chemical","48441","LC/MS Neg","100006082","4427","244.90819999999999","34217","28343-61-5",NA,NA
"4872","4-hydroxycoumarin","Xenobiotics","Drug - Cardiovascular","37445","LC/MS Neg","100002049","2470","161.02440000000001","54682930","1076-38-6","C20414",NA
"48","4-hydroxyglutamate","Amino Acid","Glutamate Metabolism","40499","LC/MS Pos Early","100002544","1141","164.05539999999999","439902","2485-33-8","C03079","HMDB01344"
"3995","4-hydroxyhippurate","Xenobiotics","Benzoate Metabolism","35527","LC/MS Neg","100001423","1475","194.04589999999999","151012","2482-25-9",NA,"HMDB13678"
"159","4-hydroxyphenylpyruvate","Amino Acid","Tyrosine Metabolism","1669","LC/MS Neg","1141","1690","179.035","979","156-39-8","C01179","HMDB00707"
"88","4-imidazoleacetate","Amino Acid","Histidine Metabolism","32349","LC/MS Pos Early","100001207","2055","127.0502","96215","645-65-8","C02835","HMDB02024"
"169","4-methoxyphenol sulfate","Amino Acid","Tyrosine Metabolism","48457","LC/MS Neg","100006262","2412","203.00200000000001",NA,"3233-60-1",NA,NA
"290","4-methyl-2-oxopentanoate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","22116","LC/MS Neg","100000551","2170","129.0557","70","816-66-0","C00233","HMDB00695"
"4026","4-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism","46146","LC/MS Neg","100004111","2665","203.00200000000001",NA,NA,NA,NA
"4021","4-methylguaiacol sulfate","Xenobiotics","Benzoate Metabolism","48418","LC/MS Neg","100006105","2978","217.01759999999999",NA,"756760-43-7",NA,NA
"4518","4-vinylguaiacol sulfate","Xenobiotics","Food Component/Plant","48442","LC/MS Neg","100006126","3354","229.01759999999999",NA,NA,NA,NA
"4041","4-vinylphenol sulfate","Xenobiotics","Benzoate Metabolism","36098","LC/MS Neg","100001755","3320","199.00710000000001","6426766","2628-17-3","C05627","HMDB62775"
"110","5-(galactosylhydroxy)-L-lysine","Amino Acid","Lysine Metabolism","43582","LC/MS Pos Early","100002462","2755","325.16059999999999",NA,"32448-36-5",NA,NA
"3829","5,6-dihydrothymine","Nucleotide","Pyrimidine Metabolism, Thymine containing","1418","LC/MS Neg","158","1637.8","127.0513","93556","696-04-8","C00906","HMDB00079"
